Location,X_Coord_ERTS89,Y_Coord_ERTS89,Year_of_Outbreak,Lat_WGS84,Lon_WGS84
Châlons-en-Champagne,3908550,2887130,1628,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1622,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1467,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1457,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1349,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1455,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1544,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1582,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1499,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1468,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1564,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1443,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1497,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1630,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1456,4.363652,48.955255
Châlons-en-Champagne,3908550,2887130,1493,4.363652,48.955255
Chalon-sur-Saône,3927950,2643720,1628,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1426,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1579,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1629,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1636,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1495,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1496,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1521,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1522,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1494,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1578,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1491,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1485,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1564,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1492,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1497,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1493,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1545,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1637,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1586,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1587,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1565,4.852889,46.784179
Chalon-sur-Saône,3927950,2643720,1630,4.852889,46.784179
Chambéry,4002290,2503640,1518,5.921023,45.566716
Chambéry,4002290,2503640,1566,5.921023,45.566716
Chambéry,4002290,2503640,1640,5.921023,45.566716
Chambéry,4002290,2503640,1630,5.921023,45.566716
Chambéry,4002290,2503640,1629,5.921023,45.566716
Chambéry,4002290,2503640,1596,5.921023,45.566716
Chambéry,4002290,2503640,1596,5.921023,45.566716
Chambéry,4002290,2503640,1587,5.921023,45.566716
Chambéry,4002290,2503640,1577,5.921023,45.566716
Chambéry,4002290,2503640,1564,5.921023,45.566716
Chambéry,4002290,2503640,1544,5.921023,45.566716
Chambéry,4002290,2503640,1542,5.921023,45.566716
Chambéry,4002290,2503640,1523,5.921023,45.566716
Chambéry,4002290,2503640,1522,5.921023,45.566716
Chambéry,4002290,2503640,1519,5.921023,45.566716
Chambéry,4002290,2503640,1578,5.921023,45.566716
Chambéry,4002290,2503640,1588,5.921023,45.566716
Charleville,3856340,2875580,1632,3.666419,48.813636
Chartres,3692270,2850860,1580,1.483478,48.444075
Chartres,3692270,2850860,1597,1.483478,48.444075
Chartres,3692270,2850860,1599,1.483478,48.444075
Chartres,3692270,2850860,1598,1.483478,48.444075
Chartres,3692270,2850860,1531,1.483478,48.444075
Chartres,3692270,2850860,1537,1.483478,48.444075
Chartres,3692270,2850860,1582,1.483478,48.444075
Chartres,3692270,2850860,1584,1.483478,48.444075
Chartres,3692270,2850860,1628,1.483478,48.444075
Chartres,3692270,2850860,1629,1.483478,48.444075
Chartres,3692270,2850860,1581,1.483478,48.444075
Chartres,3692270,2850860,1583,1.483478,48.444075
Château-Chinon-Ville,3860380,2679920,1587,3.933846,47.063087
Château-Chinon-Ville,3860380,2679920,1441,3.933846,47.063087
Châteaudun,3676190,2810800,1582,1.329344,48.069629
Châteaudun,3676190,2810800,1547,1.329344,48.069629
Châteaudun,3676190,2810800,1639,1.329344,48.069629
Châteaudun,3676190,2810800,1529,1.329344,48.069629
Châteaudun,3676190,2810800,1528,1.329344,48.069629
Châteaudun,3676190,2810800,1484,1.329344,48.069629
Châteaudun,3676190,2810800,1606,1.329344,48.069629
Châteaudun,3676190,2810800,1612,1.329344,48.069629
Châteaudun,3676190,2810800,1546,1.329344,48.069629
Château-Gontier,3521990,2804260,1627,-0.708571,47.829785
Château-Gontier,3521990,2804260,1626,-0.708571,47.829785
Château-Gontier,3521990,2804260,1485,-0.708571,47.829785
Château-Gontier,3521990,2804260,1631,-0.708571,47.829785
Château-Gontier,3521990,2804260,1640,-0.708571,47.829785
Châteauroux,3687780,2668260,1580,1.691772,46.808241
Château-Salins,4064530,2862440,1632,6.507123,48.820532
Château-Salins,4064530,2862440,1631,6.507123,48.820532
Château-Salins,4064530,2862440,1630,6.507123,48.820532
Châtellerault,3601030,2680220,1629,0.544463,46.821705
Châtellerault,3601030,2680220,1631,0.544463,46.821705
Châtellerault,3601030,2680220,1630,0.544463,46.821705
Châtellerault,3601030,2680220,1632,0.544463,46.821705
Châtellerault,3601030,2680220,1460,0.544463,46.821705
Chatham,3663800,3183800,1665,0.529796,51.380767
Chatham,3663800,3183800,1666,0.529796,51.380767
Châtillon-sur-Marne,3865740,2906780,1545,3.758737,49.100309
Chatsworth,3549060,3408790,1666,-1.615847,53.229504
Chaumont,3959210,2789440,1438,5.139869,48.111355
Chaumont,3959210,2789440,1566,5.139869,48.111355
Chaumont,3959210,2789440,1636,5.139869,48.111355
Chaumont,3959210,2789440,1586,5.139869,48.111355
Chaumont,3959210,2789440,1499,5.139869,48.111355
Chaumont,3959210,2789440,1583,5.139869,48.111355
Chaumont,3959210,2789440,1584,5.139869,48.111355
Chaumont,3959210,2789440,1500,5.139869,48.111355
Cherbourg-Octeville,3485960,3013540,1620,-1.614275,49.63869
Cherbourg-Octeville,3485960,3013540,1621,-1.614275,49.63869
Cherbourg-Octeville,3485960,3013540,1555,-1.614275,49.63869
Cherbourg-Octeville,3485960,3013540,1504,-1.614275,49.63869
Cherbourg-Octeville,3485960,3013540,1554,-1.614275,49.63869
Cherbourg-Octeville,3485960,3013540,1517,-1.614275,49.63869
Chester,3464290,3418990,1517,-2.894946,53.191482
Chester,3464290,3418990,1641,-2.894946,53.191482
Chester,3464290,3418990,1645,-2.894946,53.191482
Chester,3464290,3418990,1608,-2.894946,53.191482
Chester,3464290,3418990,1647,-2.894946,53.191482
Chester,3464290,3418990,1648,-2.894946,53.191482
Chester,3464290,3418990,1665,-2.894946,53.191482
Chester,3464290,3418990,1575,-2.894946,53.191482
Chester,3464290,3418990,1637,-2.894946,53.191482
Chester,3464290,3418990,1654,-2.894946,53.191482
Chester,3464290,3418990,1576,-2.894946,53.191482
Chester,3464290,3418990,1605,-2.894946,53.191482
Chester,3464290,3418990,1602,-2.894946,53.191482
Chester,3464290,3418990,1574,-2.894946,53.191482
Chester,3464290,3418990,1559,-2.894946,53.191482
Chester,3464290,3418990,1558,-2.894946,53.191482
Chester,3464290,3418990,1537,-2.894946,53.191482
Chester,3464290,3418990,1610,-2.894946,53.191482
Chester,3464290,3418990,1604,-2.894946,53.191482
Chester,3464290,3418990,1606,-2.894946,53.191482
Chesterfield,3561780,3407410,1587,-1.42414,53.23537
Chesterfield,3561780,3407410,1603,-1.42414,53.23537
Chesterfield,3561780,3407410,1586,-1.42414,53.23537
Chiavenna,4274580,2578700,1564,9.397934,46.319781
Chichester,3564750,3136430,1627,-0.780133,50.836635
Chieri,4149080,2435820,1631,7.822545,45.011542
Chieri,4149080,2435820,1630,7.822545,45.011542
Chieri,4149080,2435820,1416,7.822545,45.011542
Chieri,4149080,2435820,1420,7.822545,45.011542
Chillon (Château),4084680,2593920,1348,6.928553,46.414556
Chiomonte,4083170,2450070,1629,6.981484,45.119231
Chippenham,3483160,3219820,1611,-2.119542,51.461083
Chiswick,3611230,3203530,1625,-0.258567,51.492554
Chiusa di San Michele,4110430,2447490,1629,7.328311,45.105358
Chiuso,4275840,2523530,1629,9.419634,45.822935
Chudleigh,3364390,3143930,1625,-3.60215,50.603963
Chulmleigh,3352310,3181300,1625,-3.869123,50.912791
Ciutadella,3792810,1900140,1348,3.839299,40.002281
Ciutadella,3792810,1900140,1613,3.839299,40.002281
Civitavecchia,4470170,2111470,1656,11.79684,42.091224
Claines,3490640,3305270,1637,-2.218631,52.2279
Clerkenwell,3622170,3205970,1638,-0.107159,51.527921
Clermont-Ferrand,3783150,2543280,1580,3.082445,45.777171
Clermont-Ferrand,3783150,2543280,1613,3.082445,45.777171
Clermont-Ferrand,3783150,2543280,1631,3.082445,45.777171
Clermont-Ferrand,3783150,2543280,1563,3.082445,45.777171
Clermont-Ferrand,3783150,2543280,1579,3.082445,45.777171
Coburg,4389890,3016630,1663,10.965992,50.257737
Coburg,4389890,3016630,1609,10.965992,50.257737
Coburg,4389890,3016630,1630,10.965992,50.257737
Cockerham,3484740,3502800,1650,-2.816714,53.963338
Codicote,3618310,3242730,1348,-0.236419,51.84978
Coggeshall,3681470,3236570,1666,0.685392,51.870922
Coggeshall,3681470,3236570,1578,0.685392,51.870922
Cognac,3518610,2564730,1515,-0.324944,45.693467
Coimbra,2761620,2092590,1599,-8.429212,40.211525
Coimbra,2761620,2092590,1348,-8.429212,40.211525
Coimbra,2761620,2092590,1386,-8.429212,40.211525
Coimbra,2761620,2092590,1477,-8.429212,40.211525
Coimbra,2761620,2092590,1478,-8.429212,40.211525
Coimbra,2761620,2092590,1479,-8.429212,40.211525
Coimbra,2761620,2092590,1569,-8.429212,40.211525
Coimbra,2761620,2092590,1580,-8.429212,40.211525
Coimbra,2761620,2092590,1349,-8.429212,40.211525
Colchester,3696460,3236780,1580,0.901224,51.88977
Colchester,3696460,3236780,1666,0.901224,51.88977
Colchester,3696460,3236780,1603,0.901224,51.88977
Colchester,3696460,3236780,1604,0.901224,51.88977
Colchester,3696460,3236780,1626,0.901224,51.88977
Colchester,3696460,3236780,1627,0.901224,51.88977
Colchester,3696460,3236780,1644,0.901224,51.88977
Colchester,3696460,3236780,1645,0.901224,51.88977
Colchester,3696460,3236780,1665,0.901224,51.88977
Colchester,3696460,3236780,1348,0.901224,51.88977
Colditz,4517190,3116840,1519,12.803349,51.128861
Colmar,4124240,2777640,1610,7.359946,48.080684
Colmar,4124240,2777640,1519,7.359946,48.080684
Colmar,4124240,2777640,1668,7.359946,48.080684
Colmar,4124240,2777640,1349,7.359946,48.080684
Colne,3643130,3297040,1604,0.012858,52.363328
Colne,3643130,3297040,1637,0.012858,52.363328
Colyton,3404000,3152050,1646,-3.070275,50.740172
Colyton,3404000,3152050,1645,-3.070275,50.740172
Colyton,3404000,3152050,1557,-3.070275,50.740172
Comares,3047750,1649570,1349,-4.247081,36.848762
Commercy,3996940,2859640,1636,5.590605,48.762803
Como,4249830,2522580,1400,9.085538,45.812025
Como,4249830,2522580,1485,9.085538,45.812025
Como,4249830,2522580,1485,9.085538,45.812025
Como,4249830,2522580,1501,9.085538,45.812025
Como,4249830,2522580,1432,9.085538,45.812025
Compiègne,3801040,2947950,1348,2.822511,49.415809
Compiègne,3801040,2947950,1457,2.822511,49.415809
Condom,3548900,2366140,1653,0.372497,43.957702
Condom,3548900,2366140,1607,0.372497,43.957702
Condover,3463240,3357870,1604,-2.749321,52.650476
Congleton,3508760,3408080,1603,-2.210062,53.163986
Congleton,3508760,3408080,1604,-2.210062,53.163986
Constantine,4014050,1484067,1660,6.609557,36.36035
Constantine,4014050,1484067,1740,6.609557,36.36035
Constantine,4014050,1484067,1784,6.609557,36.36035
Constantine,4014050,1484067,1786,6.609557,36.36035
Constantine,4014050,1484067,1787,6.609557,36.36035
Constantine,4014050,1484067,1794,6.609557,36.36035
Constantine,4014050,1484067,1797,6.609557,36.36035
Constantine,4014050,1484067,1799,6.609557,36.36035
Constantine,4014050,1484067,1752,6.609557,36.36035
Constantine,4014050,1484067,1676,6.609557,36.36035
Constantine,4014050,1484067,1817,6.609557,36.36035
Constantine,4014050,1484067,1663,6.609557,36.36035
Constantine,4014050,1484067,1584,6.609557,36.36035
Constantine,4014050,1484067,1793,6.609557,36.36035
Constantine,4014050,1484067,1835,6.609557,36.36035
Constantine,4014050,1484067,1742,6.609557,36.36035
Constantine,4014050,1484067,1665,6.609557,36.36035
Constantine,4014050,1484067,1582,6.609557,36.36035
Constantine,4014050,1484067,1659,6.609557,36.36035
Constantine,4014050,1484067,1654,6.609557,36.36035
Constantine,4014050,1484067,1666,6.609557,36.36035
Constantine,4014050,1484067,1664,6.609557,36.36035
Constantine,4014050,1484067,1818,6.609557,36.36035
Constantine,4014050,1484067,1673,6.609557,36.36035
Constantine,4014050,1484067,1675,6.609557,36.36035
Constantine,4014050,1484067,1644,6.609557,36.36035
Constantine,4014050,1484067,1820,6.609557,36.36035
Constantine,4014050,1484067,1634,6.609557,36.36035
Constantine,4014050,1484067,1583,6.609557,36.36035
Constantine,4014050,1484067,1819,6.609557,36.36035
Corcaigh,3065270,3359070,1535,-8.47117,51.897876
Corcaigh,3065270,3359070,1547,-8.47117,51.897876
Corcaigh,3065270,3359070,1607,-8.47117,51.897876
Corcaigh,3065270,3359070,1608,-8.47117,51.897876
Córdoba,3020450,1771230,1602,-4.779108,37.884711
Córdoba,3020450,1771230,1600,-4.779108,37.884711
Córdoba,3020450,1771230,1682,-4.779108,37.884711
Córdoba,3020450,1771230,1506,-4.779108,37.884711
Córdoba,3020450,1771230,1649,-4.779108,37.884711
Córdoba,3020450,1771230,1507,-4.779108,37.884711
Córdoba,3020450,1771230,1601,-4.779108,37.884711
Córdoba,3020450,1771230,1599,-4.779108,37.884711
Cosenza,4862980,1823240,1656,16.253858,39.298218
Cosnes-et-Romain,4010720,2943150,1628,5.712813,49.519714
Coulommiers,3813640,2879110,1544,3.082909,48.810744
Coulommiers,3813640,2879110,1637,3.082909,48.810744
Coulommiers,3813640,2879110,1638,3.082909,48.810744
Coulommiers,3813640,2879110,1561,3.082909,48.810744
Coutances,3488060,2946720,1362,-1.444372,49.049186
Coutances,3488060,2946720,1607,-1.444372,49.049186
Coutances,3488060,2946720,1606,-1.444372,49.049186
Coutances,3488060,2946720,1598,-1.444372,49.049186
Coutances,3488060,2946720,1592,-1.444372,49.049186
Coutances,3488060,2946720,1514,-1.444372,49.049186
Coutances,3488060,2946720,1348,-1.444372,49.049186
Coutances,3488060,2946720,1609,-1.444372,49.049186
Coventry,3541270,3317020,1348,-1.512667,52.405793
Crail,3542600,3752800,1602,-2.626584,56.260713
Crail,3542600,3752800,1601,-2.626584,56.260713
Cramond,3495640,3729000,1635,-3.299327,55.975053
Cranborne,3486860,3157890,1547,-1.922551,50.918553
Cranborne,3486860,3157890,1604,-1.922551,50.918553
Cranbrook,3660140,3152360,1566,0.535756,51.096649
Cranbrook,3660140,3152360,1597,0.535756,51.096649
Cranbrook,3660140,3152360,1581,0.535756,51.096649
Creixell,3601330,2048110,1630,1.440587,41.166201
Crema,4296140,2472230,1513,9.683192,45.361813
Cremona,4323060,2446840,1630,10.026143,45.13346
Cremona,4323060,2446840,1478,10.026143,45.13346
Cremona,4323060,2446840,1522,10.026143,45.13346
Cremona,4323060,2446840,1528,10.026143,45.13346
Cremona,4323060,2446840,1511,10.026143,45.13346
Cremona,4323060,2446840,1524,10.026143,45.13346
Cremona,4323060,2446840,1526,10.026143,45.13346
Cremona,4323060,2446840,1525,10.026143,45.13346
Crondall,3565460,3180990,1650,-0.863402,51.233068
Crosby Garrett,3520350,3555140,1597,-2.419896,54.480971
Crosby Garrett,3520350,3555140,1598,-2.419896,54.480971
Crosthwaite,3489310,3541750,1598,-2.85476,54.314209
Crosthwaite,3489310,3541750,1597,-2.85476,54.314209
Croydon,3620250,3188740,1537,-0.100413,51.372383
Croydon,3620250,3188740,1595,-0.100413,51.372383
Croydon,3620250,3188740,1594,-0.100413,51.372383
Croydon,3620250,3188740,1625,-0.100413,51.372383
Croydon,3620250,3188740,1665,-0.100413,51.372383
Dalkeith,3508150,3717640,1597,-3.068192,55.895476
Darlington,3576520,3551110,1597,-1.553017,54.528767
Darlington,3576520,3551110,1644,-1.553017,54.528767
Darlington,3576520,3551110,1598,-1.553017,54.528767
Daroca,3362350,2074210,1599,-1.413885,41.115305
Dartmouth,3360910,3115970,1591,-3.578344,50.351799
Dartmouth,3360910,3115970,1627,-3.578344,50.351799
Dasburg,4044280,3000390,1635,6.134686,50.050253
Datchet,3589130,3205740,1603,-0.578537,51.48391
Daugavpils,5346070,3759880,1601,26.535699,55.875348
Dawlish,3373130,3139700,1625,-3.469574,50.581148
Deal,3721970,3158720,1666,1.402762,51.221852
Dedham,3703710,3243640,1666,0.993551,51.95895
Derby,3552850,3373440,1665,-1.475564,52.921886
Derby,3552850,3373440,1563,-1.475564,52.921886
Derby,3552850,3373440,1645,-1.475564,52.921886
Derby,3552850,3373440,1609,-1.475564,52.921886
Derby,3552850,3373440,1594,-1.475564,52.921886
Derby,3552850,3373440,1593,-1.475564,52.921886
Derby,3552850,3373440,1586,-1.475564,52.921886
Derby,3552850,3373440,1348,-1.475564,52.921886
Derby,3552850,3373440,1666,-1.475564,52.921886
Derby,3552850,3373440,1637,-1.475564,52.921886
Deritend,3517720,3328610,1637,-1.882595,52.474483
Derna,5515311,1180138,1821,22.633329,32.766665
Desenzano del Garda,4362900,2484210,1567,10.534999,45.468891
Deutz,4108630,3096120,1665,6.977854,50.936987
Devizes,3489710,3206390,1603,-1.994804,51.351957
Devizes,3489710,3206390,1604,-1.994804,51.351957
Devizes,3489710,3206390,1625,-1.994804,51.351957
Devizes,3489710,3206390,1646,-1.994804,51.351957
Die,3953990,2415950,1348,5.370445,44.752512
Die,3953990,2415950,1586,5.370445,44.752512
Dieppe,3682810,3018260,1619,1.087904,49.927493
Dieppe,3682810,3018260,1636,1.087904,49.927493
Dieppe,3682810,3018260,1670,1.087904,49.927493
Dieppe,3682810,3018260,1637,1.087904,49.927493
Dieppe,3682810,3018260,1638,1.087904,49.927493
Dieppe,3682810,3018260,1649,1.087904,49.927493
Dieppe,3682810,3018260,1668,1.087904,49.927493
Dieppe,3682810,3018260,1669,1.087904,49.927493
Dieppe,3682810,3018260,1564,1.087904,49.927493
Dieppe,3682810,3018260,1626,1.087904,49.927493
Dieppe,3682810,3018260,1562,1.087904,49.927493
Dieppe,3682810,3018260,1583,1.087904,49.927493
Dieppe,3682810,3018260,1584,1.087904,49.927493
Dieppe,3682810,3018260,1599,1.087904,49.927493
Dieppe,3682810,3018260,1630,1.087904,49.927493
Dieppe,3682810,3018260,1602,1.087904,49.927493
Dieppe,3682810,3018260,1624,1.087904,49.927493
Dieuze,4080120,2860670,1635,6.720235,48.811071
Digne-les-Bains,4018670,2338830,1631,6.231426,44.091022
Digne-les-Bains,4018670,2338830,1630,6.231426,44.091022
Digne-les-Bains,4018670,2338830,1629,6.231426,44.091022
Dijon,3946410,2702940,1470,5.043924,47.327215
Dijon,3946410,2702940,1467,5.043924,47.327215
Dijon,3946410,2702940,1466,5.043924,47.327215
Dijon,3946410,2702940,1465,5.043924,47.327215
Dijon,3946410,2702940,1438,5.043924,47.327215
Dijon,3946410,2702940,1457,5.043924,47.327215
Dijon,3946410,2702940,1452,5.043924,47.327215
Dijon,3946410,2702940,1439,5.043924,47.327215
Dijon,3946410,2702940,1524,5.043924,47.327215
Dijon,3946410,2702940,1507,5.043924,47.327215
Dijon,3946410,2702940,1523,5.043924,47.327215
Dijon,3946410,2702940,1349,5.043924,47.327215
Dijon,3946410,2702940,1506,5.043924,47.327215
Dijon,3946410,2702940,1554,5.043924,47.327215
Dijon,3946410,2702940,1520,5.043924,47.327215
Dijon,3946410,2702940,1521,5.043924,47.327215
Dijon,3946410,2702940,1412,5.043924,47.327215
Dijon,3946410,2702940,1542,5.043924,47.327215
Dijon,3946410,2702940,1596,5.043924,47.327215
Dijon,3946410,2702940,1519,5.043924,47.327215
Dijon,3946410,2702940,1631,5.043924,47.327215
Dijon,3946410,2702940,1553,5.043924,47.327215
Dijon,3946410,2702940,1525,5.043924,47.327215
Dijon,3946410,2702940,1526,5.043924,47.327215
Dijon,3946410,2702940,1531,5.043924,47.327215
Dijon,3946410,2702940,1564,5.043924,47.327215
Dijon,3946410,2702940,1533,5.043924,47.327215
Dijon,3946410,2702940,1543,5.043924,47.327215
Dijon,3946410,2702940,1577,5.043924,47.327215
Dijon,3946410,2702940,1544,5.043924,47.327215
Dijon,3946410,2702940,1522,5.043924,47.327215
Dijon,3946410,2702940,1555,5.043924,47.327215
Dijon,3946410,2702940,1566,5.043924,47.327215
Dijon,3946410,2702940,1567,5.043924,47.327215
Dijon,3946410,2702940,1628,5.043924,47.327215
Dijon,3946410,2702940,1532,5.043924,47.327215
Dijon,3946410,2702940,1501,5.043924,47.327215
Dijon,3946410,2702940,1469,5.043924,47.327215
Dijon,3946410,2702940,1576,5.043924,47.327215
Dijon,3946410,2702940,1508,5.043924,47.327215
Dijon,3946410,2702940,1500,5.043924,47.327215
Dijon,3946410,2702940,1502,5.043924,47.327215
Dijon,3946410,2702940,1585,5.043924,47.327215
Dijon,3946410,2702940,1586,5.043924,47.327215
Dijon,3946410,2702940,1596,5.043924,47.327215
Dijon,3946410,2702940,1597,5.043924,47.327215
Dijon,3946410,2702940,1629,5.043924,47.327215
Dijon,3946410,2702940,1634,5.043924,47.327215
Dijon,3946410,2702940,1518,5.043924,47.327215
Dijon,3946410,2702940,1638,5.043924,47.327215
Dijon,3946410,2702940,1636,5.043924,47.327215
Dijon,3946410,2702940,1637,5.043924,47.327215
Dijon,3946410,2702940,1606,5.043924,47.327215
Dijon,3946410,2702940,1494,5.043924,47.327215
Dillingen an der Donau,4357560,2829880,1614,10.495321,48.581218
Dinan,3434160,2888250,1586,-2.045905,48.453846
Dinan,3434160,2888250,1622,-2.045905,48.453846
Dinan,3434160,2888250,1631,-2.045905,48.453846
Dinan,3434160,2888250,1621,-2.045905,48.453846
Dinan,3434160,2888250,1637,-2.045905,48.453846
Disentis,4233070,2621800,1348,8.851283,46.703477
Djerba,4403826,1194908,1785,10.883329,33.783326
Djidjelli,3940278,1538584,1817,5.766442,36.822075
Dole,3978350,2674400,1629,5.48778,47.089258
Dole,3978350,2674400,1630,5.48778,47.089258
Dole,3978350,2674400,1639,5.48778,47.089258
Dole,3978350,2674400,1632,5.48778,47.089258
Dole,3978350,2674400,1556,5.48778,47.089258
Dole,3978350,2674400,1622,5.48778,47.089258
Dole,3978350,2674400,1586,5.48778,47.089258
Dole,3978350,2674400,1565,5.48778,47.089258
Dole,3978350,2674400,1557,5.48778,47.089258
Dole,3978350,2674400,1637,5.48778,47.089258
Dole,3978350,2674400,1554,5.48778,47.089258
Dole,3978350,2674400,1628,5.48778,47.089258
Dolphinton,3482290,3701050,1597,-3.424284,55.706718
Doncaster,3585850,3436090,1536,-1.133793,53.523012
Donhead Saint Mary,3474190,3171110,1665,-2.131552,51.016869
Dorchester,3447580,3141010,1645,-2.433972,50.710664
Dorking,3602280,3175580,1603,-0.329728,51.232899
Dorsten,4111130,3176430,1599,6.966115,51.65907
Dortmund,4144960,3158770,1599,7.46362,51.512074
Dortmund,4144960,3158770,1502,7.46362,51.512074
Douai,3829640,3051600,1647,3.082462,50.367528
Douai,3829640,3051600,1617,3.082462,50.367528
Douai,3829640,3051600,1601,3.082462,50.367528
Douai,3829640,3051600,1438,3.082462,50.367528
Douai,3829640,3051600,1456,3.082462,50.367528
Douai,3829640,3051600,1598,3.082462,50.367528
Douai,3829640,3051600,1599,3.082462,50.367528
Douai,3829640,3051600,1600,3.082462,50.367528
Douai,3829640,3051600,1602,3.082462,50.367528
Douai,3829640,3051600,1603,3.082462,50.367528
Douai,3829640,3051600,1670,3.082462,50.367528
Douai,3829640,3051600,1669,3.082462,50.367528
Douai,3829640,3051600,1635,3.082462,50.367528
Douai,3829640,3051600,1457,3.082462,50.367528
Douai,3829640,3051600,1636,3.082462,50.367528
Dover,3714410,3149290,1579,1.311146,51.12975
Dover,3714410,3149290,1666,1.311146,51.12975
Dover,3714410,3149290,1665,1.311146,51.12975
Dover,3714410,3149290,1625,1.311146,51.12975
Dover,3714410,3149290,1580,1.311146,51.12975
Dover,3714410,3149290,1577,1.311146,51.12975
Dover,3714410,3149290,1578,1.311146,51.12975
Dover,3714410,3149290,1544,1.311146,51.12975
Dover,3714410,3149290,1532,1.311146,51.12975
Draguignan,4034660,2277010,1348,6.464738,43.541068
Draguignan,4034660,2277010,1457,6.464738,43.541068
Draguignan,4034660,2277010,1415,6.464738,43.541068
Draguignan,4034660,2277010,1418,6.464738,43.541068
Draguignan,4034660,2277010,1458,6.464738,43.541068
Draguignan,4034660,2277010,1459,6.464738,43.541068
Draguignan,4034660,2277010,1507,6.464738,43.541068
Draguignan,4034660,2277010,1560,6.464738,43.541068
Draguignan,4034660,2277010,1587,6.464738,43.541068
Draguignan,4034660,2277010,1439,6.464738,43.541068
Draguignan,4034660,2277010,1456,6.464738,43.541068
Draguignan,4034660,2277010,1458,6.464738,43.541068
Dresden,4582680,3111100,1634,13.733662,51.051015
Dresden,4582680,3111100,1633,13.733662,51.051015
Dresden,4582680,3111100,1607,13.733662,51.051015
Dresden,4582680,3111100,1592,13.733662,51.051015
Dresden,4582680,3111100,1591,13.733662,51.051015
Dresden,4582680,3111100,1585,13.733662,51.051015
Dresden,4582680,3111100,1572,13.733662,51.051015
Dresden,4582680,3111100,1571,13.733662,51.051015
Dresden,4582680,3111100,1511,13.733662,51.051015
Dresden,4582680,3111100,1563,13.733662,51.051015
Dresden,4582680,3111100,1535,13.733662,51.051015
Dresden,4582680,3111100,1564,13.733662,51.051015
Dresden,4582680,3111100,1547,13.733662,51.051015
Dresden,4582680,3111100,1504,13.733662,51.051015
Dresden,4582680,3111100,1536,13.733662,51.051015
Dresden,4582680,3111100,1680,13.733662,51.051015
Dresden,4582680,3111100,1512,13.733662,51.051015
Dresden,4582680,3111100,1636,13.733662,51.051015
Dresden,4582680,3111100,1505,13.733662,51.051015
Dresden,4582680,3111100,1627,13.733662,51.051015
Dresden,4582680,3111100,1624,13.733662,51.051015
Dresden,4582680,3111100,1679,13.733662,51.051015
Dresden,4582680,3111100,1620,13.733662,51.051015
Dresden,4582680,3111100,1543,13.733662,51.051015
Dresden,4582680,3111100,1628,13.733662,51.051015
Dresden,4582680,3111100,1632,13.733662,51.051015
Dresden,4582680,3111100,1635,13.733662,51.051015
Dresden,4582680,3111100,1637,13.733662,51.051015
Dresden,4582680,3111100,1520,13.733662,51.051015
Dreux,3687030,2884430,1650,1.361195,48.738254
Drogheda,3251760,3522520,1575,-6.354376,53.716808
Drogheda,3251760,3522520,1348,-6.354376,53.716808
Drogheda,3251760,3522520,1349,-6.354376,53.716808
Dublin Industrial Estate,3247000,3484160,1535,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1519,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1650,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1575,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1437,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1523,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1524,-6.29355,53.372659
